date,review,rating,isEdited,userName,title,developerResponse,App_Name
2022-01-20 23:21:41,"Every time I go into Settings and enable Face ID, it fails and tells me to try again later. This has been going on for months. I have an iPhone 12 with iOS 15.2.1",3,True,kpmac1,Ok app with a notable bug,"{'id': 13860704, 'body': 'Hello, kpmac1. Thanks for your feedback. Our engineers are working on it. A fix for this will be deployed in our next release. Thanks! Cindy K. ', 'modified': '2020-03-04T22:36:25Z'}",Aetna Health 
2021-10-18 03:45:17,"I used to use the aetna app for all my bills until suddenly one day I was logged out and every time I log into the app it tells me “the experience is only available to a limited audience”, how can you just decide one day that I am no longer eligible to use the app.",1,False,asj127,I’m Kicked out of the app,"{'id': 25798983, 'body': 'Hello, asj127. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cheryl M.', 'modified': '2021-10-20T19:45:19Z'}",Aetna Health 
2021-09-14 21:24:05,I find the app very difficult to traverse.  I don’t know how accurate the information is there should be some kind of date to let me know the last time this was updated.,2,False,akven1,Difficult to Traverse,,Aetna Health 
2019-06-17 15:15:20,Would like to see what is in network instead of going to the website,4,False,insurance policy,Suggestion,,Aetna Health 
2020-04-07 16:20:20,The most  I like from Aetna is the way as you can see all your coverages for you and your family so the ID you can put on your Apple wallet that’s fantastic,3,False,Mifabe1979,Easy to understand,,Aetna Health 
2019-03-05 16:29:57,As a member using the app it has no tools that can help you. It is great at showing how much you spent towards you deductible but that is it. Aetna still relies on you calling and faxing information to them. I find this funny that a company still relies on a fax machine this much. I will definitely choose another medical provider next year.,1,False,Craigrage,App ads no value,,Aetna Health 
2023-08-03 19:28:12,This app is very user friendly and easy to access the billings,5,False,68creations,Excellent App,,Aetna Health 
2023-02-18 11:55:52,Finding prescription and ordering online was very easy.,5,False,mrremax,Order with my Aetna App,,Aetna Health 
2023-05-28 13:30:24,Need to reset password every time I login via the app. Crashes too many times. Missed my Teladoc appoint bec the app crashed and locked me out of my account bec it won’t recognise my password (that works on web but not on the app??),1,False,kunaldaral,Crashes easily and terrible login experience,,Aetna Health 
2023-04-12 18:45:33,"App and website typically aren’t very user friendly in my experience. There always seem to be problems with requests, asks user to try again later. Always results in having to call, long wait times for answers.",1,False,0-0/-\,Aetna cards,,Aetna Health 
2020-05-01 18:02:06,Easier,5,False,2-ann,Much easier to find needs,"{'id': 15171013, 'body': ""Hello, 2-ann. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Cindy K."", 'modified': '2020-05-07T19:05:00Z'}",Aetna Health 
2022-12-06 15:18:50,"The app is a joke. It truly only shows you what you’ve spent claim wise. If you are actually interested in finding a provider and scheduling an appt., you need to call customer service…the app and website are just not intuitive enough.",1,False,Momwhowantstochat,Worst experience healthcare app,,Aetna Health 
2021-11-15 08:44:09,"A doctor on my computer shows he is in network, the same doctor shows in this App warns me that he is out of the network and I will pay more if I visit his office. Which one is correct? How can this happen?",2,False,Ted in Chicago,Contradictioin,"{'id': 26304094, 'body': 'Hello, Ted in Chicago. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Meg B.', 'modified': '2021-11-16T16:09:29Z'}",Aetna Health 
2021-03-20 11:41:26,"The website is always crazy slow. Recently I have found that when I click on an option, I am taken to a different place. For example, I clicked on explanation of benefits and was taken to recent claims. 
It is surprising that a company this big has such a bad website.",1,False,Zxc5(7!,Needs help,,Aetna Health 
2020-09-13 05:48:53,"Every time I try checking my ID card, it says system is unavailable, and I should try again. I have been “trying again” for months now. Same when I try to open the summary of benefits. The only thing I can do is see a list of my claims. Everything else gives me errors.",1,False,Denisecapasso,Doesn’t work,,Aetna Health 
2020-06-25 03:45:18,"I’ve had this app for 6 months and every time I try to activate the Touch ID, the app says that feature is not available.  When will it be fixed?",3,False,KikiKramer,Touch ID Feature Doesn’t Work,"{'id': 16317107, 'body': 'Hello, KikiKramer. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-06-30T16:24:01Z'}",Aetna Health 
2019-04-13 17:25:22,"This app is so easy to use. I am able to keep track of my deductible, find physicians, with ease.",5,False,Margcort,Easy and useful,,Aetna Health 
2019-12-19 22:11:57,Very disappointed that I can no longer order my prescriptions through the app. The old app was way better and I could do more things with it. Now I’m stuck having to log into the website to order prescriptions instead of using the app. What a disappointment.,1,False,Callie962,Disappointment,,Aetna Health 
2023-02-27 10:02:24,"The App and website is awesome
In the App when Face is not recognized can you please ask for passcode rather than asking to login
Thanks
Ravi Ramaswamy",5,False,RaviRamas,Aetna App Awesome AAA,,Aetna Health 
2023-11-04 19:34:15,Aetna is the worst insurance provider I have seen. Information is hard to find on anything and everything Aetna. From setting up Aetna account to finding in-network providers. I’m frustrated but determined to switch next year,1,False,Sjkesr,Insurance information and provider access,,Aetna Health 
2023-03-15 16:09:52,This is after they had to reconfigure my setup because of the (gasp) apostrophe in my legal last name that’s on my card but not acceptable in the app or member site. This is 2023. I’m not the first O’H. Minus more points for being completely timed out all day due to “technical issues”,1,False,Tfgbkoopkvxaruopiuuvvv,Been trying to login for days,,Aetna Health 
2022-08-29 06:33:22,Supports adding ID card to Apple Wallet; main feature I look for in an app like this.,5,False,nw76u3,Wallet,,Aetna Health 
2022-11-05 18:50:19,I keep getting messages that need more information from Medicare. I called several times and your employee was suppose to send something to medicare. your EOB does not tell me what else I need to Do or how to get  Medicare information that you need. I don’t like seeing those unpaid balances.,1,False,winning67,EOB,,Aetna Health 
2020-08-23 20:57:38,I use my IPad as my PC. No Landscape Mode. How hard can it be to have this work on IPad.,5,False,Bill B 666,"Doesn’t work for my IPad, No Landscape Mode",,Aetna Health 
2022-02-08 06:48:16,"Worst customer care, never understand what the patient needs and how to make the right assistance. Reaching out to customer care takes hours and making them understand is like impossible- please switch to other companies",1,False,Jiju tails,Useless Healh care company,,Aetna Health 
2020-01-06 19:56:21,"My family is not covered because it has taken AETNA well over a month to process paperwork that they insist to receive in addition to selecting coverage.  

Don’t request things you can not process leaving people’s lives in jeopardy.  How dare you put my children’s lives at stake for paperwork.",1,False,bernmahr,Worst coverage I have had in my life,,Aetna Health 
2023-07-01 02:20:34,"Through my employer I subscribe to Aetna as my secondary insurance to Medicare.  Why am I not eligible for Silver Sneakers?  After all, Aetna is only paying as secondary insurance.",5,False,Ausdran,Silver Sneakers,,Aetna Health 
2019-04-11 14:45:06,"So I pay for the insurance, but I can’t use the app?!?!? This is ridiculous that I’m informed about an app but when I downloaded it it says it’s only available to certain members. Don’t have the app available to download if everyone can’t use it. Officially deleting it and I don’t think I’ll try again.",1,False,JenMari23,Apparently not a member!?!?!?!,,Aetna Health 
2019-03-16 14:29:43,"This app gives very little information regarding the claims. Although it tells you that the claim was processed, it does not give information as to why a claim was denied or an explanation of the claim. Instead, you gave to call Member Services to find out.  It doesn’t even direct you to the Aetna Website. To me, it is a waste of time!",1,False,Member15,Not useful,,Aetna Health 
2023-07-29 18:08:54,"Have been unable to get an ID card for 42 days after repeated trying, both the website and app say “ID CARDS UNAVAILABLE-error loading ID card info. Please try again later.” For 42 days? Really??? Is this a ploy to avert paying out on any sort of claim when you need the insurance? What’s up Aetna/CVS?",1,False,WineRoadie,Not Happy,"{'id': 38046666, 'body': 'Hello, WineRoadie. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this for you. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K. ', 'modified': '2023-08-02T13:03:12Z'}",Aetna Health 
2020-11-15 04:01:49,After iPhone iOS update face id stopped working. In app settings when trying to press “enable face id” gives error “face id setup failed”. Please fix.,4,False,krolex11111111,Face id,"{'id': 19252966, 'body': 'Hello, krolex11111111. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’d love to get some information from you so we can get that fixed. Look forward to hearing from you.  Thanks! Cheryl M.', 'modified': '2020-11-20T22:28:44Z'}",Aetna Health 
2023-05-24 17:51:01,"My first HMO and I have been shocked to find I can find emergency surgeons, but no facility to do surgery. No local Physical Therapist actually accepts my policy and the far, closest won’t schedule me in.
This is RIDICULOUS!!!",2,False,Tan coyote,Very few available options within my area,,Aetna Health 
2023-04-26 00:18:19,"Nothing but excuses on why claims can’t be seen. First excuse was because I used the app to file a claim, then website was used  and they still can’t see my pended claims! One excuse after another!  Wry disappoints in the servos and my claims experience !",2,False,KimGoldmanfollower,Claim submission,,Aetna Health 
2022-10-18 00:32:13,Nothin ever works on this app everything crashes and then it redirects you to the website where it also crashes. Has happened multiple times with excellent Wi-Fi or service so I know it’s not on my end. Super frustrating.,1,False,Shelbyagatha,Horrible app,"{'id': 32675825, 'body': 'Hello, Shelbyagatha. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cindy K.', 'modified': '2022-10-19T19:19:23Z'}",Aetna Health 
2022-06-30 22:02:18,"This app will give you information that isn’t updated- not all the providers they say that are in the system are in network.

I have had to out pocket twice now. Poor information",1,False,EmBee2010,Be aware this isn’t updated,,Aetna Health 
2022-05-12 03:19:26,Try to make an appointment or look up care near me and the app keeps notifying me there’s technical issues to come back later. It’s been happening for the last week with no fix. I hope they release a patch for the bugs.,1,False,Jrvoix,New update bugs,"{'id': 29728884, 'body': 'Hello, Jrvoix. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2022-05-13T13:10:18Z'}",Aetna Health 
2020-12-31 22:57:38,"What year is this again? 

Not offering access to an iOS app in this day and age to ALL interested *paying* members is beyond belief. Telling us to “Check back in a few months” is pretty pathetic. So happy my small business of 20+ paying members is considered so peripheral to Aetna. Get them programmers busy! Sheesh.",1,False,foodymd,Limited access to app? Ridiculous!,,Aetna Health 
2020-05-22 14:53:58,It always give me an error everytime I log in. I have to try multiple times before it takes my user is and password,3,False,fuutreyiuhvxcbn,Log in issues,"{'id': 15581066, 'body': 'Hello, fuutreyiuhvxcbn. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cindy K.', 'modified': '2020-05-26T19:59:50Z'}",Aetna Health 
2020-09-23 19:00:45,"Although you can pull up your ID card, it is illegible and does not change to landscape setting if you turn your phone in order to read it clearly.

It does not allow you to pay through the app for outstanding balances.

Poorly conceived and not really helpful.",1,False,aastronaut,Poorly conceived,,Aetna Health 
2020-09-23 08:42:25,I’m having an issue with trying to type in the search. It won’t allow you to type. The keyboard keeps closing when you try to type. Frustrating!!,2,False,JerzeDoni,Not allowing me to type,"{'id': 18102780, 'body': 'Hello, JerzeDoni. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with your issue with the app. Look forward to hearing from you. Thanks! Rick G', 'modified': '2020-09-25T15:08:08Z'}",Aetna Health 
2020-08-25 07:11:18,Have not been able to access my ID cards on this app. Continuously receive the error message “we’re experiencing technical issues right now. Try again later” for over a month!! Something that should be fixed within hours.,1,False,matt h b,Terrible,,Aetna Health 
2019-12-07 13:47:59,This app is awful compared to the UHC app that we used to have. It’s my spouse’ s insurance but I manage the household and I’m unable to look at our children’s information. The simplicity of its layout is the only decent thing about it which bumps it up to a 2 star.,2,False,Zaggal,Limited,,Aetna Health 
2019-12-09 15:56:06,"Nowhere to contact through the app, so the review has my complaint. When ‘search nearby primary care physicians’ is selected, only Minute Clinics and Teledoc load, with no way to access a list of primary care doctors. Waiting through two updates and it is still not working. Please fix!",1,False,AnUnveiledFace,Fix the app!,"{'id': 12323084, 'body': 'Hello, AnUnveiledFace. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue with your provider search. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-12-10T17:50:23Z'}",Aetna Health 
2019-09-16 12:51:05,It logs me out of the app randomly and half of the time it takes awhile to load the digital ID card which isn’t convenient considering you might be at the pharmacy or doctors office where you want to keep the line moving,2,False,MYee1,Slow response,"{'id': 10734048, 'body': 'Hello MYee1. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to walk you through the app. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-09-17T22:04:55Z'}",Aetna Health 
2019-09-02 13:41:56,My company just switched to Aetna. The website & app are not user friendly. I would like to be able to type in the name of a physician or facility and receive a response. The answer page doesn’t even acknowledge that I just entered a search item. Disappointed!!,1,False,keoleolani,Search options,"{'id': 10501835, 'body': 'Hello keoleolani. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to help you search providers. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.\n', 'modified': '2019-09-03T22:28:18Z'}",Aetna Health 
2019-06-07 00:50:52,I try to log in using Safari. It doesn’t let me. Says failed to something. So I go back and it tells me to download the app. The app says it’s for limited audience. I receive emails for my EOB but can’t view them. And I don’t get them in the mail. Soooo what’s your point Aetna? I will never see what I owe and what you’ve covered?,1,False,Sunkiss421,Just doesn’t work,"{'id': 9063987, 'body': 'Hello, Sunkiss421. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2019-06-07T19:14:59Z'}",Aetna Health 
2022-11-04 13:59:57,"Thanks to Aetna, and the website, customer service all is well and I love it.",5,False,ministergeorge,Great Service,,Aetna Health 
2023-05-15 17:39:47,Where are my meds! I’m out of my nebulizer medication been out for two weeks having a hard time breathing. Terrible heartburn and sinus problems and just thought I would drop you a line and thanks for your stellar services!!!,1,False,posgovorg,Irresponsible performance,,Aetna Health 
2020-09-10 02:09:00,user interface is so intuitive and simple!! it’s a perfect tool to get information on health-related expenses as well as health topics.,5,False,BluesinAZ,Excellent app,"{'id': 17834251, 'body': ""Hello, BluesinAZ. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Cindy K."", 'modified': '2020-09-12T01:03:02Z'}",Aetna Health 
2022-10-08 06:13:35,I had no idea you needed extra info on my daughter. No mail has been received for this matter. I’m very upset that I just happened to look at my claim and find all these messages reguarding my dependent. You need to mail out this form you need more info,1,False,disgruntled 401,Claims,,Aetna Health 
2022-06-15 16:35:10,Perhaps available features vary depending on your employer but I am unable to search for and fins an in network physician on the website or the app. Frustrating to say the least.,2,False,Brandi Schmandi,Not a fan,"{'id': 30419798, 'body': 'Hello, Brandi. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this for you. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! \rMeg B. \n\n', 'modified': '2022-06-17T19:14:46Z'}",Aetna Health 
2022-05-25 16:01:05,It’s really frustrating when you need to access your account and you can’t do so because both app and online website are not working or keep freezing! What if it’s something urgent?!!,1,False,Dochms,Can’t access my account!,"{'id': 30014161, 'body': 'Hello, Dochms. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into this for you. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! \r\nMeg B. \r\n', 'modified': '2022-05-27T20:11:13Z'}",Aetna Health 
2021-11-18 16:31:27,Is there a problem with the paperless prompt?  When I try to get past it it gives me an error and won’t change pages.  I really need to get into it to check a claim.,2,False,&Gracie2,Paperless Stuck,"{'id': 26414576, 'body': 'Hello, &Gracie2. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2021-11-22T16:54:13Z'}",Aetna Health 
2023-06-10 16:46:47,Easy access,5,False,timighty,Awesome improvements,,Aetna Health 
2020-08-14 23:11:57,"The app seems functional overall. However, it gives me an error every time I try and setup Touch ID. In addition, I wish you could price services on the app.",3,False,Logan4104,Touch ID Not Working,,Aetna Health 
2019-04-24 23:37:11,The app is basic at best. The best app I’ve used for insurance was Cigna!!! I was able to check all claims the break down was so simple. I was able to search the prices of procedures and prescriptions. I had the ability to search for all doctors. This app is NONE that was listed. It’s only good for your insurance card.,1,False,J.Maloney91,Catch up with technology,"{'id': 8450777, 'body': 'Hello, J.Maloney91. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to help you. Most of what you mentioned can be seen on the app and we can help you with it. Our email address is AetnaHealth-AppSupport@aetna.com.\nThanks! Cindy K.', 'modified': '2019-04-30T14:27:34Z'}",Aetna Health 
2019-04-15 04:10:44,I wish it would show my updated out of pocket balance for the entire family and not just me.,4,False,Professor86,It’s fair,"{'id': 8336158, 'body': ""Hello, Professor86. We care about your Aetna Health app experience and appreciate your positive feedback. We'll continue adding more features, so check back often for new updates. Thanks! Rick G."", 'modified': '2019-04-23T14:43:03Z'}",Aetna Health 
2019-01-01 23:08:10,"What is the reason for even having this option? I have tried it on 3 Aetna apps and their website. It doesn’t work on any of them. It just tells me to call. I mean, that’s exactly what I was avoiding. I don’t need the obvious stated to me. I wanted an estimate like the name would indicate. Should just be called the “waste my time” button.",1,False,Dustinh26,Price Estimate,"{'id': 6641506, 'body': ""Hello there, Dustinh26. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to find out what's happening with the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K."", 'modified': '2019-01-02T14:39:23Z'}",Aetna Health 
2023-07-17 18:59:34,App keeps showing a notification. I’ve clicked on everything possible and it won’t go away annoying. Sure miss UHC. I don’t find Aetna as user friendly in any way.,2,False,Korkenorken,Annoying,,Aetna Health 
2021-01-13 18:09:25,Aetna has been absolutely essential to my family needs and the app creates a no nonsense understanding of where I’m at and how I’m covered.  Thanks Aetna for your caring concern.,5,False,Steven777333777333,No Nonsense Insuring,,Aetna Health 
2023-03-21 14:03:09,When I look at the app it tells me my preapproved  status for a procedure has been approved.  What the app doesn’t tell me is that the preapprovals expire Jan 01 and now it is no longer valid.  That can lead to denied claims. If the pre approval has expired or has been denied the app should tell us.,1,False,Oldman&hisdog,Preapproved?  Maybe not.,,Aetna Health 
2022-12-01 18:04:07,Unable to view the forms that were submitted makes it difficult to refer back to claims.,3,False,medical ugh,Always frustrating,,Aetna Health 
2022-11-28 00:30:20,"When one logs into the app, there is no indication that they are successfully logged in (e.g. I don’t see my name or anything anywhere to suggest that I actually did login)",3,False,The Happy camper guy,Account Info,"{'id': 33460145, 'body': ""Hello, The Happy camper guy. We appreciate your feedback and care about your Aetna Health app experience. I work on Aetna’s support team. We'll continue adding more features in the future so check back often for new updates. Thanks! Cindy K."", 'modified': '2022-11-30T19:50:07Z'}",Aetna Health 
2022-06-14 13:44:47,"The Aetna Health app is stuck in the download process with no progress and it’s been like that for 30 minutes. I checked my LTE , my wifi and those are not the problem. Someone needs to look into that issue.",1,False,That⭐️Man,Update is not updating,,Aetna Health 
2022-04-16 01:23:21,"Customer service is not professional at all. I have talked to  2 representatives that know what they are talking about, they sound like they are from a call center in India and can’t even speak clearly or pronounce my name. I wish we could get Cigna back.",1,False,aetnasucks,Customer Service,,Aetna Health 
2020-04-05 16:26:09,This is the worst coverage service I have ever experienced since my company started using Aetna. What is wrong with your plans when proactive health care such as vaccinations and diagnostic testing for a CHILD that has been on 4 different acid reducers without successful treatment is not covered even partially. I am disgusted with your service.,1,False,CoJBl05,Horrible claims service,,Aetna Health 
2019-08-19 21:09:13,App seems easy to use and I’m getting a lot of information.,5,False,Ev's halmony,Useful,,Aetna Health 
2020-03-24 16:37:14,"Keep getting 
“Come back soon. We’re having technical issues. Please try again later” 
for a week now when accessing coverage info. 
This is embarrassing considering how much we pay for insurance. Maybe hire one more iOS developer to fix it.",1,False,Deejanu,“Having technical issues”,,Aetna Health 
2020-03-21 18:14:13,"This app hasn’t worked to display my info, ID card, etc even after reloading it several times.  It is in need of some serious attention.  Considering all of the screwups I can plainly see, I wonder how many I can’t. Given the delicate nature of your health care info, Aetna should be working to get this app tightened up.",1,False,nutserachet,Seriously?,,Aetna Health 
2020-01-21 22:46:27,I appreciated the ability to manage my mail order prescriptions via the old Aetna app. This feature seems to be missing in the new one. Please bring back!,2,False,Chippsu,No ability for mail order prescriptions!!,,Aetna Health 
2019-11-22 23:28:13,"The app didn’t work on iPhone 8 Plus. I only gave me option of going to the safari browser site and go back to login screen. I really wanted to put to ID card in my Apple wallet, like the last insurance I had. I have it 1 star because it didn’t let me give it zero!",1,False,Tevin Ewing,App didn’t work on iPhone 8 Plus.,"{'id': 12070229, 'body': 'Hello, Tevin. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue with your login screen and ID cards. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2019-11-26T22:05:08Z'}",Aetna Health 
2019-05-05 11:15:48,"The mobile app is a very convenient way to check my claim status, look up providers and HSA balance.",5,False,App Love$,Health Member,"{'id': 8534227, 'body': ""Hello App Love$. We appreciate your positive feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. \nThanks! Cindy K."", 'modified': '2019-05-06T15:09:13Z'}",Aetna Health 
2019-07-01 17:20:45,"It has been extremely difficult to find a Doctor that provides annual exams (eye, obgyn, general) while scrolling through a list of surgeons with extreme specialties. Further, it has been difficult to call each of those people to attempt to set up appointments.",1,False,SCATX100,Navigating making appointments,"{'id': 9464609, 'body': 'Hello, SCATX100. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to help you. Our email address is AetnaHealth-AppSupport@aetna.com.\nThanks! Cindy K.', 'modified': '2019-07-02T14:39:13Z'}",Aetna Health 
2018-01-01 06:09:38,"Great new app for my insurance. Easy to see benefits and claims info, and I can finally see estimated costs before going to the doctor.",5,False,odt2000,Love it!,,Aetna Health 
2019-04-05 05:59:11,"The app should support dark mode!  The white background is way too bright even on my phone’s dimmest setting when using it in the evening. 

Thanks!",4,False,Spaniard84,Enable Dark Mode,,Aetna Health 
2023-10-25 17:32:37,"I wanted to thank your representative, Marquis. She was so helpful, polite, professional and went the extra mile.",5,False,Lkellyrn,Lisa Kelly,,Aetna Health 
2023-05-08 13:12:24,I’m very disappointed that my personal information has been compromised.  There is no excuse for this happening in today’s world.,3,False,Grandpy/GRUBER,Security breach,,Aetna Health 
2023-07-29 18:17:53,"Withholding information over time creates hardships at unexpected times.  
Email is so full of advertising that doesn’t pertain to us that we never even see AETNA EMAILS.   
     Knowing these issues exist in spades for seniors, please use text or call to notify of urgent matters.  
      Medicare managed as third party insurers only complicates issues by allowing yet another level of inaccurate, non-patient-aware care.  As with the VA system, those gaps cause deaths and unnecessary stress.  

LSMCCOMMON",1,False,Cmedbdis,Withholding information over time creates hardships at unexpected tribes,,Aetna Health 
2023-07-05 19:52:32,The web site is confusing. After you select your refills there is no place that says place your order or view your cart or check out,2,False,tootscbaby,Nancy shirey,,Aetna Health 
2022-12-27 16:09:27,Made me go to a hospital I was never at to have surgery. When the surgeon I have seen before at a hospital I go to always was willing to do the surgery. This is in called for and bad medical practice.,3,False,carbon ff,Surgery,,Aetna Health 
2023-02-06 15:48:21,Horrible customer service ever long waiting to speak with representative double and billing for service I never used no one care about customers issue they do care getting the money every month,1,False,يوسف العميري,Poor customer service ever,,Aetna Health 
2023-01-22 03:08:30,"I used to love this app, but now I have to log in each time I open the app. The app asked if I whatnot to use the Face ID to open the app, to which I reply yes. The next time I open the app, I have to log in AGAIN.  If  Aetna can fix this problem, I will gladly change my rating.",1,False,Safari Jaeger,Lost its luster,,Aetna Health 
2022-11-15 16:27:41,"This insurance is not good. Can’t get what I need. Have to pay higher prices.
Why is there no way to search for a medication or item on the app that shows if it’s approved by you or not.  Looking for an approved continuous glucose monitoring device that is available.  Can’t find anything.",1,False,MitchelF2,Mr. Fuchs,,Aetna Health 
2022-07-26 05:27:55,Not user friendly at all. I can’t even get a copy of my policy documents through the app. Finding estimates for procedures/providers doesn’t work 75% of the time. The member website isn’t any better. It is incredibly frustrating.,1,False,JDub31173830,Awful App,"{'id': 31129432, 'body': 'Hello, JDub31173830. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2022-07-27T16:34:52Z'}",Aetna Health 
2022-01-06 20:10:42,Why doesn’t the sign in save your log in or even - gasp! - offer to use facial recognition? I have had to reset my password because it won’t remember it and then it locks after three failed attempts. Ridiculous.,1,False,Audiobook Listener,Sign in is primitive and outdated,,Aetna Health 
2021-07-14 19:33:28,I needed to schedule both my children for impacted wisdom teeth but the app isn’t working even on safari it can’t give me information on benefits or doctors so I can see my options for getting this setup for my children.,1,False,Chrissyf69,Won’t open to see my benefits,"{'id': 23968026, 'body': 'Hello, Chrissyf69. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2021-07-16T13:38:08Z'}",Aetna Health 
2019-11-11 21:36:02,Please offer pin access for quick app login,5,False,r128764,Need pin access,,Aetna Health 
2019-03-08 00:38:02,Really great app that allows me to access info quickly and easily.,5,False,MarkCallah,Finally a health app that works,"{'id': 7643359, 'body': ""Hello, Mark. We care about your Aetna Health app experience and appreciate your positive feedback. We'll continue adding more features, so check back often for new updates. Thanks! Cheryl M."", 'modified': '2019-03-08T23:51:38Z'}",Aetna Health 
2019-08-20 19:00:57,Love the convenience but seems a little hard to search for drs and specialist and obtain price comparisons. Wish they rated drs on costs.,4,False,blickinganegativereview,Just needs a little tweaking,,Aetna Health 
2023-05-06 21:42:35,It’s wonderful to use something so simple.,5,False,PJV845,Simple,,Aetna Health 
2020-01-06 21:47:40,"App is fine, but insurance card is tiny and there is no way to zoom.  Please add that so my doctor and pharmacy stop giving me that look...",4,False,bkblake,Zoom?,,Aetna Health 
2022-12-15 13:15:21,It did for a while and now hasn’t for several months. Pls look into this. Have iPhone 14 Pro w latest OS and app updates. Thx,3,False,thepet24,Face ID still not working,"{'id': 33847244, 'body': 'Hello, thepet24. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2022-12-21T04:41:00Z'}",Aetna Health 
2022-10-12 14:21:58,It has been over a year and Face ID still can’t be enabled on the app. This is ridiculous. It is 2022 and Face ID should absolutely be an option considering this app makes you follow user ID and password requirements that a typical app doesn’t.,1,False,Obese pony,Face ID unable to be used,,Aetna Health 
